event_id,event,outlet,channel,url,headline,published_at,lag_hours,first,words,named_sources,quotes,primary_doc_links,clickbait_headline,returns,return_at,depth,site_url,site_title,site_published_at,site_words,site_named_sources,site_quotes,site_primary_links,site_links_external,source,site_depth
2,"граждан, регистрации, находиться, кыргызстан, пребывания, кыргызстане",Kun.uz,telegram,https://t.me/kunuzru/73497,Узбекистанцы смогут находиться в Кыргызстане без регистрации 15 дней,2026-07-31T09:50:37+05:00,15.6,False,66,1,0,0,False,0,,только факт,https://kun.uz/ru/85770817,Узбекистанцы смогут находиться в Кыргызстане без регистрации до 15 дней,2026-07-31T09:25:00+05:00,129.0,1.0,1.0,0.0,1.0,сайт,только факт
2,"граждан, регистрации, находиться, кыргызстан, пребывания, кыргызстане",UzNews.uz,telegram,https://t.me/uznews/48555,Узбекистанцы смогут находиться в Кыргызстане без регистрации до 15 дней,2026-07-31T18:26:21+05:00,24.2,False,27,0,0,0,False,0,,только факт,https://uznews.uz/ru/news/111660,Узбекистанцы смогут находиться в Кыргызстане без регистрации до 15 дней,2026-07-31T00:00:00+05:00,118.0,2.0,1.0,0.0,1.0,сайт,контекст
3,"закон, международном, ташкентском, финансовом, центре, конституционный",Repost.uz,telegram,https://t.me/RepostUZ/84158,Сенаторы приняли закон о Ташкентском международном финансовом центре,2026-07-09T11:30:16+05:00,0.0,True,45,0,0,0,False,0,,только факт,https://repost.uz/odobrili-posle-dorabotki,Сенаторы приняли закон о Ташкентском международном финансовом центре,2026-07-09T11:03:00+05:00,227.0,1.0,1.0,1.0,2.0,сайт,только факт
3,"закон, международном, ташкентском, финансовом, центре, конституционный",Gazeta.uz,telegram,https://t.me/gazetauz/62752,Сенаторы Узбекистана одобрили конституционный закон о Ташкентском международном финансовом центре после доработки.,2026-07-09T12:10:01+05:00,0.7,False,77,1,0,0,False,1,2026-07-09T16:10:05+05:00,только факт,https://www.gazeta.uz/ru/2026/07/09/tifc-uzb/,Сенат одобрил закон о Ташкентском международном финансовом центре после доработки,2026-07-09T11:57:21+05:00,751.0,13.0,10.0,0.0,0.0,сайт,контекст
3,"закон, международном, ташкентском, финансовом, центре, конституционный",Spot.uz,telegram,https://t.me/spotuz/38782,Сенат со второй попытки одобрил закон о Ташкентском международном финансовом центре,2026-07-09T12:24:47+05:00,0.9,False,107,0,0,0,False,0,,только факт,https://www.spot.uz/ru/2026/07/09/tifc-approval/,Сенат со второй попытки одобрил закон о Ташкентском международном финансовом центре,2026-07-09T11:57:11+05:00,624.0,2.0,2.0,2.0,2.0,сайт,контекст
3,"закон, международном, ташкентском, финансовом, центре, конституционный",Podrobno.uz,telegram,https://t.me/podrobno/88422,"Сенат одобрил конституционный закон ""О Ташкентском международном финансовом центре"". Документ должен помочь привлечь в страну",2026-07-09T13:09:35+05:00,1.7,False,32,0,1,0,False,1,2026-07-11T11:25:05+05:00,только факт,https://podrobno.uz/cat/politic/senat-odobril-zakon-o-tashkentskom-mezhdunarodnom-finansovom-tsentre/,Сенат одобрил закон о Ташкентском международном финансовом центре,2026-07-09T00:00:00+05:00,147.0,0.0,1.0,0.0,1.0,сайт,только факт
3,"закон, международном, ташкентском, финансовом, центре, конституционный",Kun.uz,telegram,https://t.me/kunuzru/73158,Сенаторы одобрили Конституционный закон «О Ташкентском международном финансовом центре,2026-07-09T15:28:27+05:00,4.0,False,68,0,1,0,False,1,2026-07-10T23:50:25+05:00,только факт,https://kun.uz/ru/news/2026/07/09/senatory-odobrili-konstitutsionnyy-zakon-o-tashkenskom-mejdunarodnom-finansovom-sentre-38245c,Сенаторы одобрили Конституционный закон «О Ташкентском международном финансовом центре»,2026-07-09T20:26:28+05:00,145.0,1.0,1.0,1.0,1.0,сайт,только факт
4,"неоплату, платной, парковки, предлагается, предложили, штрафовать",Spot.uz,telegram,https://t.me/spotuz/38856,За неоплату платной парковки в Узбекистане предложили штрафовать на 824 тыс. сумов,2026-07-13T18:22:48+05:00,0.0,True,141,0,0,0,False,0,,контекст,https://www.spot.uz/ru/2026/07/13/parking/,За неоплату платной парковки в Узбекистане предложили штрафовать на 824 тыс. сумов,2026-07-13T18:20:22+05:00,366.0,2.0,1.0,1.0,2.0,сайт,контекст
4,"неоплату, платной, парковки, предлагается, предложили, штрафовать",UzNews.uz,telegram,https://t.me/uznews/48278,В Ташкенте планируют установить ответственность за неоплату платной парковки,2026-07-13T18:31:44+05:00,0.1,False,20,0,0,0,False,0,,только факт,https://uznews.uz/ru/news/111143,В Ташкенте планируют установить ответственность за неоплату платной парковки,2026-07-13T00:00:00+05:00,143.0,0.0,1.0,1.0,1.0,сайт,только факт
4,"неоплату, платной, парковки, предлагается, предложили, штрафовать",Repost.uz,telegram,https://t.me/RepostUZ/84299,В Узбекистане предложили штрафовать за неоплату платной парковки,2026-07-13T18:44:58+05:00,0.4,False,21,0,0,0,False,0,,только факт,https://repost.uz/poka-vse-na-obsujdenii,В Узбекистане предложили штрафовать за неоплату платной парковки,2026-07-13T18:24:00+05:00,168.0,0.0,0.0,1.0,2.0,сайт,только факт
4,"неоплату, платной, парковки, предлагается, предложили, штрафовать",Gazeta.uz,telegram,https://t.me/gazetauz/62856,В Узбекистане предлагается ввести штраф в 2 БРВ (824 тысяч сумов) за неоплату придорожных платных,2026-07-13T19:24:50+05:00,1.0,False,85,1,0,0,False,0,,только факт,https://www.gazeta.uz/ru/2026/07/13/parking/,За неоплату придорожной платной парковки в Узбекистане предлагается штраф в 2 БРВ,2026-07-13T19:22:50+05:00,422.0,1.0,2.0,1.0,1.0,сайт,контекст
4,"неоплату, платной, парковки, предлагается, предложили, штрафовать",Kun.uz,telegram,https://t.me/kunuzru/73225,В Ташкенте предложили штрафовать за неоплату придорожной платной парковки,2026-07-14T12:02:06+05:00,17.7,False,79,0,1,1,False,0,,только факт,https://kun.uz/ru/23508100,В Ташкенте предложили штрафовать за неоплату придорожной платной парковки,2026-07-14T16:45:05+05:00,115.0,0.0,1.0,1.0,1.0,сайт,только факт
5,"катара, связи, соболезнования, кончиной, прибыл, катар",UzNews.uz,telegram,https://t.me/uznews/48297,Шавкат Мирзиёев прибыл в Катар,2026-07-14T19:21:51+05:00,0.0,True,25,0,0,0,False,0,,только факт,https://uznews.uz/ru/news/111178,Шавкат Мирзиёев прибыл в Катар,2026-07-14T00:00:00+05:00,118.0,0.0,0.0,1.0,1.0,сайт,только факт
5,"катара, связи, соболезнования, кончиной, прибыл, катар",Gazeta.uz,telegram,https://t.me/gazetauz/62897,"Президент Узбекистана Шавкат Мирзиёев прибыл в Доху, чтобы выразить соболезнования в связи с кончиной бывшего",2026-07-14T19:28:16+05:00,0.1,False,29,0,0,0,False,0,,только факт,https://www.gazeta.uz/ru/2026/07/14/qatar/,Президент Узбекистана прибыл в Катар,2026-07-14T19:25:28+05:00,152.0,1.0,0.0,1.0,3.0,сайт,только факт
5,"катара, связи, соболезнования, кончиной, прибыл, катар",Repost.uz,telegram,https://t.me/RepostUZ/84349,Шавкат Мирзиёев прибыл в Катар,2026-07-14T19:31:37+05:00,0.2,False,31,0,0,0,False,1,2026-07-14T22:01:52+05:00,только факт,https://repost.uz/v-aeroportu-vstretili,Шавкат Мирзиёев прибыл в Катар,2026-07-14T19:12:00+05:00,70.0,0.0,0.0,1.0,2.0,сайт,только факт
5,"катара, связи, соболезнования, кончиной, прибыл, катар",Podrobno.uz,telegram,https://t.me/podrobno/88633,Президент Узбекистана Шавкат Мирзиёев прибыл с визитом в столицу Катара — город Доху. Глава государства,2026-07-14T19:47:20+05:00,0.4,False,44,0,0,0,False,0,,только факт,https://podrobno.uz/cat/politic/shavkat-mirziyeev-pribyl-v-dokhu-dlya-vyrazheniya-soboleznovaniy-v-svyazi-s-konchinoy-byvshego-emira/,Шавкат Мирзиёев прибыл в Доху для выражения соболезнований в связи с кончиной бывшего Эмира Катара,2026-07-14T00:00:00+05:00,80.0,0.0,0.0,0.0,0.0,сайт,только факт
5,"катара, связи, соболезнования, кончиной, прибыл, катар",Kun.uz,telegram,https://t.me/kunuzru/73240,Президент Узбекистана прибыл в Катар,2026-07-14T20:41:27+05:00,1.3,False,55,0,0,0,False,1,2026-07-14T22:11:56+05:00,только факт,https://kun.uz/ru/news/2026/07/15/prezident-uzbekistana-pribyl-v-katar-ceb350,Президент Узбекистана прибыл в Катар,2026-07-15T01:19:01+05:00,85.0,0.0,0.0,1.0,1.0,сайт,только факт
6,"ucell, intelligence, speedtest, данных, подряд, третий",Repost.uz,telegram,https://t.me/RepostUZ/84378,Ucell вновь подтверждает свое лидерство,2026-07-15T13:00:01+05:00,0.0,True,67,0,1,0,False,0,,только факт,,,,,,,,,нет ссылки в посте,только факт
6,"ucell, intelligence, speedtest, данных, подряд, третий",Spot.uz,telegram,https://t.me/spotuz/38896,Ucell третий год подряд,2026-07-15T19:01:21+05:00,6.0,False,82,0,4,0,False,0,,только факт,,,,,,,,,нет ссылки в посте,только факт
6,"ucell, intelligence, speedtest, данных, подряд, третий",Gazeta.uz,telegram,https://t.me/gazetauz/62923,Ucell третий год подряд признан оператором с «Самым быстрым мобильным интернетом в Узбекистане»,2026-07-16T09:00:18+05:00,20.0,False,73,0,3,0,False,0,,только факт,,,,,,,,,нет ссылки в посте,только факт
6,"ucell, intelligence, speedtest, данных, подряд, третий",Kun.uz,telegram,https://t.me/kunuzru/73277,Самый быстрый мобильный интернет в Узбекистане — третий год подряд,2026-07-16T19:00:10+05:00,30.0,False,75,0,1,0,False,0,,только факт,,,,,,,,,нет ссылки в посте,только факт
6,"ucell, intelligence, speedtest, данных, подряд, третий",UzNews.uz,telegram,https://t.me/uznews/48342,Самый быстрый мобильный интернет в Узбекистане третий год подряд,2026-07-17T09:00:39+05:00,44.0,False,64,0,1,0,False,0,,только факт,,,,,,,,,нет ссылки в посте,только факт
7,"президента, государственной, безопасности, службы, алишер, усманов",Kun.uz,telegram,https://t.me/kunuzru/73295,Алишер Усманов уволен с поста председателя Службы государственной безопасности президента Узбекистана.,2026-07-18T00:01:45+05:00,0.0,True,41,0,0,0,False,1,2026-07-18T10:26:57+05:00,только факт,http://Kun.uz/,Kun.uz,2026-07-12T00:00:00+05:00,115.0,0.0,0.0,0.0,0.0,сайт,только факт
7,"президента, государственной, безопасности, службы, алишер, усманов",Repost.uz,telegram,https://t.me/RepostUZ/84509,Уволен глава Государственной службы безопасности президента,2026-07-18T00:07:46+05:00,0.1,False,20,0,0,0,False,1,2026-07-18T10:14:08+05:00,только факт,https://repost.uz/do-etogo-rabotal-v-sgb,Уволен глава Государственной службы безопасности президента,2026-07-17T23:57:00+05:00,40.0,0.0,0.0,0.0,3.0,сайт,только факт
7,"президента, государственной, безопасности, службы, алишер, усманов",Podrobno.uz,telegram,https://t.me/podrobno/88783,Глава Госслужбы безопасности президента Узбекистана уволен с занимаемой должности — СМИ,2026-07-18T00:25:09+05:00,0.4,False,52,1,0,0,False,1,2026-07-18T11:02:48+05:00,только факт,https://www.instagram.com/podrobno.uz/,,,,,,,,ошибка: robots-disallow,только факт
7,"президента, государственной, безопасности, службы, алишер, усманов",UzNews.uz,telegram,https://t.me/uznews/48355,Алишер Усманов уволен с поста председателя,2026-07-18T00:36:36+05:00,0.6,False,13,0,0,0,False,0,,только факт,https://uznews.uz/ru/news/111288,,,,,,,,текст не извлёкся,только факт
7,"президента, государственной, безопасности, службы, алишер, усманов",Gazeta.uz,telegram,https://t.me/gazetauz/62976,"Алишер Усманов освобождён от должности председателя Государственной службы безопасности президента, сообщили Kun, Daryo и другие",2026-07-18T01:12:01+05:00,1.2,False,36,1,0,0,False,1,2026-07-18T09:31:32+05:00,только факт,https://www.gazeta.uz/ru/2026/07/18/alisher-usmanov/,Алишер Усманов освобождён от должности главы Государственной службы безопасности президента,2026-07-18T01:10:02+05:00,185.0,0.0,1.0,2.0,5.0,сайт,только факт
8,"манчестер, хусанов, контракт, 2031, продлил, официально",Repost.uz,telegram,https://t.me/RepostUZ/84778,Официально: Хусанов продлил контракт с «Манчестер Сити»,2026-07-25T15:14:48+05:00,0.0,True,18,0,0,0,False,0,,только факт,https://repost.uz/sport/jdem-osnovi-dlya-nashego,Официально: Хусанов продлил контракт с «Манчестер Сити»,2026-07-25T15:09:00+05:00,55.0,0.0,0.0,0.0,1.0,сайт,только факт
8,"манчестер, хусанов, контракт, 2031, продлил, официально",Gazeta.uz,telegram,https://t.me/gazetauz/63124,Футбольный клуб «Манчестер Сити» объявил о продлении контракта с узбекистанским защитником Абдукодиром Хусановым — новое,2026-07-25T16:40:04+05:00,1.4,False,41,0,0,0,False,0,,только факт,https://www.gazeta.uz/ru/2026/07/25/abdukodir-khusanov/,Абдукодир Хусанов продлил контракт с «Манчестер Сити» до 2031 года,2026-07-25T16:34:28+05:00,358.0,1.0,3.0,0.0,1.0,сайт,контекст
8,"манчестер, хусанов, контракт, 2031, продлил, официально",UzNews.uz,telegram,https://t.me/uznews/48454,Официально: «Манчестер Сити» продлил контракт с Абдукодиром Хусановым,2026-07-25T17:13:28+05:00,2.0,False,26,0,0,0,False,0,,только факт,https://uznews.uz/ru/news/111474,Официально: «Манчестер Сити» продлил контракт с Абдукодиром Хусановым,2026-07-25T00:00:00+05:00,312.0,2.0,1.0,0.0,1.0,сайт,контекст
8,"манчестер, хусанов, контракт, 2031, продлил, официально",Podrobno.uz,telegram,https://t.me/podrobno/89069,"Защитник сборной Узбекистана Абдукодир Хусанов подписал новый пятилетний контракт с “Манчестер Сити”, который рассчитан до",2026-07-25T17:20:27+05:00,2.1,False,50,0,0,0,False,0,,только факт,https://podrobno.uz/cat/sport/manchester-siti-prodlil-kontrakt-s-khusanovym-do-2031-goda/,«Манчестер Сити» продлил контракт с Хусановым до 2031 года,2026-07-25T00:00:00+05:00,245.0,2.0,5.0,0.0,1.0,сайт,контекст
8,"манчестер, хусанов, контракт, 2031, продлил, официально",Kun.uz,telegram,https://t.me/kunuzru/73406,Хусанов официально остаётся в «Манчестер Сити» до 2031 года,2026-07-25T17:53:13+05:00,2.6,False,66,0,0,0,False,0,,только факт,https://kun.uz/ru/86064486,Официально: Хусанов останется в «Манчестер Сити» до 2031 года,2026-07-25T17:56:00+05:00,114.0,0.0,0.0,0.0,1.0,сайт,только факт
